sentence,tags,tokens,numeric_tags
"The next day, a two-dimensional echocardiography (2D Echo) was performed, which showed left ventricular ejection fraction (LVEF) of 15 to 20 percent with global hypokinesia along with moderate mitral regurgitation.","['O', 'B-Date', 'I-Date', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'B-Severity', 'B-Sign_symptom', 'I-Sign_symptom']","['the', 'next', 'day', 'a', 'two-dimensional', 'echocardiography', '2d', 'echo', 'was', 'performed', 'which', 'showed', 'left', 'ventricular', 'ejection', 'fraction', 'lvef', 'of', '15', 'to', '20', 'percent', 'with', 'global', 'hypokinesia', 'along', 'with', 'moderate', 'mitral', 'regurgitation']","[0, 39, 40, 0, 19, 20, 0, 20, 0, 0, 0, 0, 19, 20, 20, 20, 0, 0, 23, 24, 24, 24, 0, 13, 9, 0, 0, 49, 9, 10]"
"Given the findings of 2D Echo and the absence of significant risk factors for coronary artery disease (CAD) and ischemic cardiomyopathy (CMP), it was concluded that our patient’s CMP was related to the recent use of gemcitabine.","['O', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication']","['given', 'the', 'findings', 'of', '2d', 'echo', 'and', 'the', 'absence', 'of', 'significant', 'risk', 'factors', 'for', 'coronary', 'artery', 'disease', 'cad', 'and', 'ischemic', 'cardiomyopathy', 'cmp', 'it', 'was', 'concluded', 'that', 'our', 'patient’s', 'cmp', 'was', 'related', 'to', 'the', 'recent', 'use', 'of', 'gemcitabine']","[0, 0, 0, 0, 19, 20, 0, 0, 0, 0, 0, 9, 10, 10, 10, 10, 10, 0, 0, 13, 25, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 57]"
Our patient was then started on carvedilol and an angiotensin-converting enzyme inhibitor in addition to diuretics and he was discharged from the hospital two days later in a euvolemic state.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'O', 'B-Medication', 'I-Medication', 'I-Medication', 'O', 'O', 'O', 'B-Medication', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'B-Date', 'I-Date', 'I-Date', 'O', 'O', 'B-Sign_symptom', 'O']","['our', 'patient', 'was', 'then', 'started', 'on', 'carvedilol', 'and', 'an', 'angiotensin-converting', 'enzyme', 'inhibitor', 'in', 'addition', 'to', 'diuretics', 'and', 'he', 'was', 'discharged', 'from', 'the', 'hospital', 'two', 'days', 'later', 'in', 'a', 'euvolemic', 'state']","[0, 0, 0, 0, 0, 0, 57, 0, 0, 57, 58, 58, 0, 0, 0, 57, 0, 0, 0, 5, 0, 0, 7, 39, 40, 40, 0, 0, 9, 0]"
"At that point, the cardiology department recommended stopping further chemotherapy with gemcitabine.","['O', 'O', 'O', 'O', 'B-Nonbiological_location', 'I-Nonbiological_location', 'B-Clinical_event', 'O', 'O', 'B-Medication', 'O', 'B-Medication']","['at', 'that', 'point', 'the', 'cardiology', 'department', 'recommended', 'stopping', 'further', 'chemotherapy', 'with', 'gemcitabine']","[0, 0, 0, 0, 7, 8, 5, 0, 0, 57, 0, 57]"
"The oncology department advised further testing to rule out ischemia as a cause of CMP as, in their opinion, chemotherapy with gemcitabine was the only option to reduce the risk of recurrence in this patient.","['O', 'B-Nonbiological_location', 'I-Nonbiological_location', 'B-Clinical_event', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'B-Medication', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'O']","['the', 'oncology', 'department', 'advised', 'further', 'testing', 'to', 'rule', 'out', 'ischemia', 'as', 'a', 'cause', 'of', 'cmp', 'as', 'in', 'their', 'opinion', 'chemotherapy', 'with', 'gemcitabine', 'was', 'the', 'only', 'option', 'to', 'reduce', 'the', 'risk', 'of', 'recurrence', 'in', 'this', 'patient']","[0, 7, 8, 5, 0, 19, 0, 0, 0, 9, 0, 0, 0, 0, 25, 0, 0, 0, 0, 57, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0]"
"Two weeks later, our patient underwent myocardial perfusion imaging (MPI), which showed a fixed small- to moderate-sized inferior wall defect without any evidence of active ischemia.","['B-Date', 'I-Date', 'I-Date', 'O', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Severity', 'I-Severity', 'I-Severity', 'B-Biological_structure', 'I-Biological_structure', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom']","['two', 'weeks', 'later', 'our', 'patient', 'underwent', 'myocardial', 'perfusion', 'imaging', 'mpi', 'which', 'showed', 'a', 'fixed', 'small-', 'to', 'moderate-sized', 'inferior', 'wall', 'defect', 'without', 'any', 'evidence', 'of', 'active', 'ischemia']","[39, 40, 40, 0, 0, 0, 19, 20, 20, 0, 0, 0, 0, 13, 49, 50, 50, 11, 12, 9, 0, 0, 0, 0, 0, 9]"
The ejection fraction (EF) on MPI was calculated to be around 17 to 20 percent with severe global hypokinesia.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value', 'I-Lab_value', 'O', 'B-Severity', 'B-Detailed_description', 'B-Sign_symptom']","['the', 'ejection', 'fraction', 'ef', 'on', 'mpi', 'was', 'calculated', 'to', 'be', 'around', '17', 'to', '20', 'percent', 'with', 'severe', 'global', 'hypokinesia']","[0, 19, 20, 0, 0, 19, 0, 0, 0, 0, 0, 23, 24, 24, 24, 0, 49, 13, 9]"
Our patient was continued on standard heart failure therapy with one more admission to the hospital for CHF exacerbation about two months later.,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'B-Disease_disorder', 'B-Detailed_description', 'O', 'B-Date', 'I-Date', 'I-Date']","['our', 'patient', 'was', 'continued', 'on', 'standard', 'heart', 'failure', 'therapy', 'with', 'one', 'more', 'admission', 'to', 'the', 'hospital', 'for', 'chf', 'exacerbation', 'about', 'two', 'months', 'later']","[0, 0, 0, 0, 0, 0, 33, 34, 34, 0, 0, 0, 5, 0, 0, 7, 0, 25, 13, 0, 39, 40, 40]"
He responded well to IV furosemide and adjustment of heart failure therapy.,"['O', 'O', 'O', 'O', 'B-Administration', 'B-Medication', 'O', 'B-Detailed_description', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure']","['he', 'responded', 'well', 'to', 'iv', 'furosemide', 'and', 'adjustment', 'of', 'heart', 'failure', 'therapy']","[0, 0, 0, 0, 63, 57, 0, 13, 0, 33, 34, 34]"
A 2D Echo was repeated a few months later and it showed improvement in systolic function with an LVEF of 40 percent.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Date', 'I-Date', 'I-Date', 'I-Date', 'O', 'O', 'O', 'B-Lab_value', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value']","['a', '2d', 'echo', 'was', 'repeated', 'a', 'few', 'months', 'later', 'and', 'it', 'showed', 'improvement', 'in', 'systolic', 'function', 'with', 'an', 'lvef', 'of', '40', 'percent']","[0, 19, 20, 0, 0, 39, 40, 40, 40, 0, 0, 0, 23, 0, 19, 20, 0, 0, 19, 0, 23, 24]"
"Due to his poor functional status and underlying CMP, further gemcitabine chemotherapy was stopped.","['O', 'O', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Disease_disorder', 'O', 'B-Medication', 'B-Medication', 'O', 'O']","['due', 'to', 'his', 'poor', 'functional', 'status', 'and', 'underlying', 'cmp', 'further', 'gemcitabine', 'chemotherapy', 'was', 'stopped']","[0, 0, 0, 23, 19, 20, 0, 0, 25, 0, 57, 57, 0, 0]"
"Later, our patient developed a recurrence of his pancreatic cancer; he refused further chemotherapy and decided to proceed with palliative care.","['O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O', 'B-Medication', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure']","['later', 'our', 'patient', 'developed', 'a', 'recurrence', 'of', 'his', 'pancreatic', 'cancer', 'he', 'refused', 'further', 'chemotherapy', 'and', 'decided', 'to', 'proceed', 'with', 'palliative', 'care']","[0, 0, 0, 0, 0, 9, 0, 0, 25, 26, 0, 0, 0, 57, 0, 0, 0, 0, 0, 33, 34]"
"Although the exact etiology of our patient’s dilated cardiomyopathy remains unclear, gemcitabine remains the most likely culprit.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Disease_disorder', 'O', 'O', 'B-Medication', 'O', 'O', 'O', 'O', 'O']","['although', 'the', 'exact', 'etiology', 'of', 'our', 'patient’s', 'dilated', 'cardiomyopathy', 'remains', 'unclear', 'gemcitabine', 'remains', 'the', 'most', 'likely', 'culprit']","[0, 0, 0, 0, 0, 0, 0, 13, 25, 0, 0, 57, 0, 0, 0, 0, 0]"
"The temporal relationship of his symptoms to the initiation of gemcitabine chemotherapy; the lack of risk factors for ischemic CMP and prior history of CAD, finding of global hypokinesia on 2D Echo, absence of ischemia on MPI; and improvement in his systolic function after discontinuation of gemcitabine were all consistent with gemcitabine-induced cardiomyopathy.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Medication', 'B-Medication', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-History', 'I-History', 'B-Disease_disorder', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Medication', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder']","['the', 'temporal', 'relationship', 'of', 'his', 'symptoms', 'to', 'the', 'initiation', 'of', 'gemcitabine', 'chemotherapy', 'the', 'lack', 'of', 'risk', 'factors', 'for', 'ischemic', 'cmp', 'and', 'prior', 'history', 'of', 'cad', 'finding', 'of', 'global', 'hypokinesia', 'on', '2d', 'echo', 'absence', 'of', 'ischemia', 'on', 'mpi', 'and', 'improvement', 'in', 'his', 'systolic', 'function', 'after', 'discontinuation', 'of', 'gemcitabine', 'were', 'all', 'consistent', 'with', 'gemcitabine-induced', 'cardiomyopathy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 57, 0, 0, 0, 9, 10, 10, 10, 10, 0, 0, 15, 16, 25, 0, 0, 13, 9, 0, 19, 20, 0, 0, 9, 0, 19, 0, 23, 0, 0, 19, 20, 0, 0, 0, 57, 0, 0, 0, 0, 0, 25]"
A 66-year-old Caucasian woman with a history of hypertension was admitted to our hospital with a recent diagnosis of Burkitt lymphoma.,"['O', 'B-Age', 'B-Personal_background', 'B-Sex', 'O', 'O', 'O', 'O', 'B-History', 'O', 'B-Clinical_event', 'O', 'O', 'B-Nonbiological_location', 'O', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder']","['a', '66-year-old', 'caucasian', 'woman', 'with', 'a', 'history', 'of', 'hypertension', 'was', 'admitted', 'to', 'our', 'hospital', 'with', 'a', 'recent', 'diagnosis', 'of', 'burkitt', 'lymphoma']","[0, 1, 55, 3, 0, 0, 0, 0, 15, 0, 5, 0, 0, 7, 0, 0, 0, 0, 0, 25, 26]"
Her lactate dehydrogenase level was high and the diameter of her mediastinal mass was more than 10cm.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Qualitative_concept', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'B-Distance', 'I-Distance', 'I-Distance']","['her', 'lactate', 'dehydrogenase', 'level', 'was', 'high', 'and', 'the', 'diameter', 'of', 'her', 'mediastinal', 'mass', 'was', 'more', 'than', '10cm']","[0, 19, 20, 0, 0, 81, 0, 0, 0, 0, 0, 11, 9, 0, 21, 22, 22]"
"Her physical examination was normal, and basal electrocardiography (ECG) showed sinus rhythm with a heart rate of 72 beats/minute.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'O', 'B-Detailed_description', 'B-Diagnostic_procedure', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value']","['her', 'physical', 'examination', 'was', 'normal', 'and', 'basal', 'electrocardiography', 'ecg', 'showed', 'sinus', 'rhythm', 'with', 'a', 'heart', 'rate', 'of', '72', 'beats/minute']","[0, 19, 20, 0, 23, 0, 13, 19, 0, 0, 9, 10, 0, 0, 19, 20, 0, 23, 24]"
"Two-dimensional transthoracic echocardiography (TTE; Siemens, Acuson Sequoia, C512) revealed normal biventricular functions with an LV ejection fraction (LVEF) of 60%, mild mitral and tricuspid regurgitation, and moderate pericardial effusion.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Detailed_description', 'B-Detailed_description', 'I-Detailed_description', 'B-Detailed_description', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'B-Severity', 'B-Biological_structure', 'O', 'B-Biological_structure', 'B-Sign_symptom', 'O', 'B-Severity', 'B-Sign_symptom', 'I-Sign_symptom']","['two-dimensional', 'transthoracic', 'echocardiography', 'tte', 'siemens', 'acuson', 'sequoia', 'c512', 'revealed', 'normal', 'biventricular', 'functions', 'with', 'an', 'lv', 'ejection', 'fraction', 'lvef', 'of', '60%', 'mild', 'mitral', 'and', 'tricuspid', 'regurgitation', 'and', 'moderate', 'pericardial', 'effusion']","[19, 20, 20, 0, 13, 13, 14, 13, 0, 23, 19, 20, 0, 0, 19, 20, 20, 0, 0, 0, 49, 11, 0, 11, 9, 0, 49, 9, 10]"
A risk assessment of the patient put her into a high-risk category and she underwent rituximab-hyperfractionated-cyclophosphamide-vincristine-doxorubicin-dexamethasone (R-Hyper-CVAD) chemotherapy protocol.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Qualitative_concept', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'B-Medication', 'O']","['a', 'risk', 'assessment', 'of', 'the', 'patient', 'put', 'her', 'into', 'a', 'high-risk', 'category', 'and', 'she', 'underwent', 'rituximab-hyperfractionated-cyclophosphamide-vincristine-doxorubicin-dexamethasone', 'r-hyper-cvad', 'chemotherapy', 'protocol']","[0, 19, 20, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 57, 0, 57, 0]"
Her laboratory values are summarized in Table 1.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O']","['her', 'laboratory', 'values', 'are', 'summarized', 'in', 'table', '1']","[0, 19, 20, 0, 0, 0, 0, 0]"
"She received high-dose cyclophosphamide 300mg/m2 twice daily for 3 days, doxorubicin 25mg/m2/day for 2 days, rituximab 375mg/m2/day for 1 day, dexamethasone 40mg/day for 4 days, and vincristine 2mg/day for 2 days.","['O', 'O', 'B-Dosage', 'B-Medication', 'B-Dosage', 'I-Dosage', 'I-Dosage', 'O', 'B-Duration', 'I-Duration', 'B-Medication', 'B-Dosage', 'O', 'B-Duration', 'I-Duration', 'B-Medication', 'B-Dosage', 'O', 'B-Duration', 'I-Duration', 'B-Medication', 'B-Dosage', 'O', 'B-Duration', 'I-Duration', 'O', 'B-Medication', 'B-Dosage', 'O', 'B-Duration', 'I-Duration']","['she', 'received', 'high-dose', 'cyclophosphamide', '300mg/m2', 'twice', 'daily', 'for', '3', 'days', 'doxorubicin', '25mg/m2/day', 'for', '2', 'days', 'rituximab', '375mg/m2/day', 'for', '1', 'day', 'dexamethasone', '40mg/day', 'for', '4', 'days', 'and', 'vincristine', '2mg/day', 'for', '2', 'days']","[0, 0, 59, 57, 59, 60, 60, 0, 37, 38, 57, 59, 0, 37, 38, 57, 59, 0, 37, 38, 57, 59, 0, 37, 38, 0, 57, 59, 0, 37, 38]"
"The total treatment dose of cyclophosphamide and doxorubicin received was 1800mg/m2 and 50mg/m2, respectively.","['O', 'O', 'O', 'O', 'O', 'B-Medication', 'O', 'B-Medication', 'O', 'O', 'B-Dosage', 'O', 'B-Dosage', 'O']","['the', 'total', 'treatment', 'dose', 'of', 'cyclophosphamide', 'and', 'doxorubicin', 'received', 'was', '1800mg/m2', 'and', '50mg/m2', 'respectively']","[0, 0, 0, 0, 0, 57, 0, 57, 0, 0, 59, 0, 59, 0]"
"She was given allopurinol 300mg/day perorally, sodium bicarbonate (8.4%, 10 flacon/day) infusion for 24 hours before chemotherapy, and mesna 600mg/m2/day for 2 days as prophylaxis against tumor lysis syndrome and hemorrhagic cystitis, respectively.","['O', 'O', 'O', 'B-Medication', 'B-Dosage', 'B-Administration', 'B-Medication', 'I-Medication', 'O', 'B-Dosage', 'I-Dosage', 'B-Administration', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'B-Medication', 'O', 'B-Medication', 'B-Dosage', 'O', 'B-Duration', 'I-Duration', 'O', 'B-Therapeutic_procedure', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O']","['she', 'was', 'given', 'allopurinol', '300mg/day', 'perorally', 'sodium', 'bicarbonate', '84%', '10', 'flacon/day', 'infusion', 'for', '24', 'hours', 'before', 'chemotherapy', 'and', 'mesna', '600mg/m2/day', 'for', '2', 'days', 'as', 'prophylaxis', 'against', 'tumor', 'lysis', 'syndrome', 'and', 'hemorrhagic', 'cystitis', 'respectively']","[0, 0, 0, 57, 59, 63, 57, 58, 0, 59, 60, 63, 0, 37, 38, 38, 57, 0, 57, 59, 0, 37, 38, 0, 33, 0, 25, 26, 26, 0, 25, 26, 0]"
"She also received granisetron 2mg/day and lansoprazole 30mg/day as antiemetogenic and gastric prophylaxis, respectively.","['O', 'O', 'O', 'B-Medication', 'B-Dosage', 'O', 'B-Medication', 'B-Dosage', 'O', 'B-Detailed_description', 'O', 'B-Biological_structure', 'B-Therapeutic_procedure', 'O']","['she', 'also', 'received', 'granisetron', '2mg/day', 'and', 'lansoprazole', '30mg/day', 'as', 'antiemetogenic', 'and', 'gastric', 'prophylaxis', 'respectively']","[0, 0, 0, 57, 59, 0, 57, 59, 0, 13, 0, 11, 33, 0]"
The patient developed dyspnea on the seventh day of therapy.,"['O', 'O', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Date', 'I-Date', 'O', 'O']","['the', 'patient', 'developed', 'dyspnea', 'on', 'the', 'seventh', 'day', 'of', 'therapy']","[0, 0, 0, 9, 0, 0, 39, 40, 0, 0]"
A physical examination revealed blood pressure of 100/60mmHg and a heart rate of 110 beats/minute.,"['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value']","['a', 'physical', 'examination', 'revealed', 'blood', 'pressure', 'of', '100/60mmhg', 'and', 'a', 'heart', 'rate', 'of', '110', 'beats/minute']","[0, 19, 20, 0, 19, 20, 0, 23, 0, 0, 19, 20, 0, 23, 24]"
"On chest auscultation, no inspiratory sounds were heard at lower zones and inspiratory crackles were heard at middle zones.","['O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure']","['on', 'chest', 'auscultation', 'no', 'inspiratory', 'sounds', 'were', 'heard', 'at', 'lower', 'zones', 'and', 'inspiratory', 'crackles', 'were', 'heard', 'at', 'middle', 'zones']","[0, 11, 19, 0, 9, 10, 0, 0, 0, 11, 12, 0, 9, 10, 0, 0, 0, 11, 12]"
Neither cardiac murmurs nor S3 were heard.,"['O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Sign_symptom', 'O', 'O']","['neither', 'cardiac', 'murmurs', 'nor', 's3', 'were', 'heard']","[0, 9, 10, 0, 9, 0, 0]"
An ECG showed low voltage in the limb and precordial leads.,"['O', 'B-Diagnostic_procedure', 'O', 'B-Lab_value', 'I-Lab_value', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure']","['an', 'ecg', 'showed', 'low', 'voltage', 'in', 'the', 'limb', 'and', 'precordial', 'leads']","[0, 19, 0, 23, 24, 0, 0, 19, 20, 20, 20]"
